Team Number,Team Name,Region
15171,Scorpio,California San Diego
15173,Robotic Eagles,Georgia
15182,Magmatrons,Michigan
15183,BeckerFIRST Apollo,Minnesota
15186,Falcon Robotics,Arizona
15191,Tractor Technicians in Training (Gray),Michigan
15201,Palladium Pandas,Iowa
15202,The Middle Dippers,Massachusetts
15203,undefined robotics,Washington
15205,Diamonds,Texas South
15206,Thunder Cats,Michigan
15210,RoboRoos,Australia
15215,MURRAY BRIDGE BUNYIPS,Australia
15216,Banksia Bots,Australia
15221,Astro Hawks,Texas South
15226,Salamancas,Texas North
15229,Team KUDOS,Michigan
15231,ECR Squared,New Jersey
15236,Mid-Pacific Owl Robotics,Hawaii
15239,Alpha Academy,Jamaica
15251,Hadron Mission Eagle,Texas South
15254,Facey Robotics,Alberta
15256,Techno Knights,Michigan
15259,Mandela United Squadron - Third Unit,Alberta
15266,Kohler Robotics,Wisconsin
15270,SnowBots Red,Michigan
15282,Bobcats Robotics Varsity,Illinois
15284,St. Thomas More Catholic High School,Louisiana
15289,EGMS Gadgetron,Colorado
15290,RoboKnights 15290,Georgia
15292,RoboKnights Team 15292,Georgia
15295,WARP1,Minnesota
15296,Mighty Trojans,South Carolina
15297,Legacy,Florida
15298,RoboTen,Israel
15301,Valkyries,Michigan
15303,Space Rocks,California Southern
15304,CircuiTree,Chesapeake
15305,Cerritos Dons,California Southern
15308,FAIRY TAIL,Chesapeake
15310,FCHS Jagwires,Chesapeake
15317,HHS Robotics - Error Code 404,Chesapeake
15321,Green Machine (CLS Robotics),Illinois
15322,Bosscats 2.0,Michigan
15324,Night Owls,Washington
15333,Code Sisters,North Carolina
15337,Alpha Intelligence,Washington
15339,Team R.O.B.O.T.I.C.S.,Michigan
15341,Leo,Oregon
15342,Aries,Oregon
15343,Blue VIII,New Hampshire
15344,The ROCK MonsterZ,Michigan
15352,St. Jago High School,Jamaica
15353,Heritage Hackers,Michigan
15356,BEASTBOTZ,Illinois
15357,MOre Bots,Michigan
15358,BalaBots,Michigan
15359,Rage Against the Machine,Texas South
15360,Paradigm Break,Chesapeake
15362,Lethal Mechanics,Oregon
15365,Lightning 42,Oregon
15369,Robo Pilots,Minnesota
15371,O.A.K.S.,Chesapeake
15372,ThunderChicksTambiÃ©n,Texas North
15373,Iron Core,Texas North
15374,Rench Raiders,Rhode Island
15379,LionTech,Colorado
15382,I'm Not A Robot,Wisconsin
15385,MidKnight Mayhem,California Northern
15387,Moline Robo Squad,Illinois
15397,Electro Raiders,Michigan
15399,Blue Steel - Shepherd MS Robotics,Michigan
15403,Vision Robotics,Colorado
15404,CBT - The Carter Bot Team,Michigan
15406,2 Paw Robotics Jr 2,Michigan
15410,Welded Warriors,Illinois
15411,Tractor Technicians in Training (Purple),Michigan
15413,Toaster Medics,Utah
15419,Inditrons,Georgia
15425,Pearls of the Golden Pirates,Minnesota
15436,MONKEY FLIP,Oregon
15439,J-BOT-C,Alaska
15447,Scranton TechnoPups Orange,Michigan
15450,Da Vinci Dragons Thunder,Texas West & Panhandle
15453,RaiderBots,California Northern
15455,The Classy Roborioles,Indiana
15458,Green Machine,New Jersey
15461,Nutz and Bolts,Arizona
15465,Team KRASH,Michigan
15469,UK 170 - Alconbury HS - The Scally Lads & The W...,Germany
15471,Furious Flames,Michigan
15477,Robo-Assemblers,Arizona
15479,KP Timberwolves,British Columbia
15484,Central High School,New Jersey
15486,Mecha Mavs,Michigan
15491,Venom Robotics,Texas West & Panhandle
15492,ELrobotiKO,Nevada
15493,The Misfits,Texas West & Panhandle
15500,Pixelate Gold,Georgia
15504,Black Drifters 1,Missouri
15522,RoboElite,Georgia
15523,Diagonal HotSpots,Iowa
15524,Cardinalbots,Texas North
15534,VERTEX,New Hampshire
15546,Monkey Mechanics,Texas West & Panhandle
15547,Birds of Power,Michigan
15549,Mustang Maniacs,Texas West & Panhandle
15550,Mustang 50,Texas West & Panhandle
15553,Grumpy Avians,Texas West & Panhandle
15555,S.W.A.R.M.,Michigan
15562,Lightning 43,Oregon
15569,RoboRattlers,Nevada
15580,Robo-Synthesis,New York City
15583,Electric Eagles,Missouri
15589,TecHawks,New Jersey
15592,T-Force,Texas West & Panhandle
15600,CERBOTICS,Mexico
15604,Electric Feather - Purple,Wyoming
15622,The Rejects,Texas West & Panhandle
15626,A Perplexing Solution,Massachusetts
15637,Fata Morgana,Israel
15638,STEAM Bots,Michigan
15639,MDR Cheeze Blox,British Columbia
15640,Rembrandt Spartans,Texas South
15643,The 'Rock Bots,Massachusetts
15654,Nanoknights,Texas Central
15655,Donna High School,Texas South
15657,The Millwood Machine,Oklahoma
15661,Pear-lettes,Texas Houston
15662,Starbucks,Texas West & Panhandle
15663,Buckineers,Texas West & Panhandle
15668,FullMetal Kestrels,Connecticut
15672,Code Splicers,North Dakota
15677,ctrl+z,Colorado
15680,Techno Tigers,North Carolina
15689,Cyborg Rubber Ducks,Colorado
15703,Teen Tech Titans,Texas Central
15707,Bots by the Creek,North Carolina
15715,Crusader Robotics,New Jersey
15719,Blazin Bots,Michigan
15725,G-P Robotics: Dissension,Texas Central
15740,SAR2-D2,New York City
15747,"""El Robo""",Rhode Island
15749,OHMS Baconators,Utah
15755,Conductivity,Colorado
15758,PiRate Brigade,Texas Central
15762,Frisch CouGears,New Jersey
15770,Spartbots,Michigan
15773,Robodogs,South Carolina
15776,Mech Eagles,Georgia
15786,CHS - Wolverines,Alaska
15789,Lovington RoboCats,New Mexico
15811,boosteam,Israel
15814,Metal Makers,Michigan
15815,DCS Defender Robotics,Michigan
15819,Brown City DevilBots,Michigan
15830,SWIFT Subaquatic Sea Kraken,North Carolina
15834,Garvey Academy,Michigan
15835,Bates Academy Astrobots,Michigan
15858,e=mc Hammer,Florida
15877,Callisburg  Robocats,Texas North
15878,Braswell Engineering Robotics Team,Texas North
15884,Falcon Dynamics - Foothill HS,Nevada
15886,Shiloh Stud Muffins,North Dakota
15887,Titanium Knights A,New Jersey
15889,RoboDawgs,Nevada
15891,Titanium Knights B,New Jersey
15903,Chaos,Nevada
15909,Devolt Deimos,Mexico
15923,CHS - Wolverines Remastered,Alaska
15930,Pirates,Texas Central
15931,Tin Heads,North Dakota
15943,Eaglebrook Eagles,Massachusetts
15947,Tech Tigers,Alaska
15965,Esentza Robotics,Romania
15966,Esentza Revolution,Romania
15972,TehnoZ,Romania
15975,ROBOTX HUNEDOARA,Romania
15982,Where's Allen's Wrench?,Rhode Island
15989,RoboTitans,Romania
15993,infO(1)Robotics,Romania
15996,BrickBot,Romania
16000,Gear Maniacs,Romania
16001,Robo Dons,Wisconsin
16008,Armored Artemises,Connecticut
16010,Vamp Kings,Iowa
16011,Fayette County 4H,Pennsylvania
16012,Blazing Bots,Texas North
16021,Techno Maniacs,Massachusetts
16026,Alphabots,California Northern
16028,Mecha Knights,Utah
16029,Software Pirates,Texas Central
16031,PARABELLUM,British Columbia
16033,Robo Wolves,Illinois
16038,Keith Country Day School Cougars,Illinois
16041,BAHTECH,Brazil
16043,Robossauros,Brazil
16044,Ardenne High School,Jamaica
16049,FTCAMB,Brazil
16050,Team ProdiXy,Brazil
16051,Marco Zero Enterprises,Brazil
16052,HYDRA,Brazil
16053,Clusters,Brazil
16054,GEARTECH CANAÃ,Brazil
16055,Starbots,Brazil
16056,TupiTech,Brazil
16058,Rev Atom,Brazil
16062,TchÃªStorm,Brazil
16067,Retronic Lions,Chesapeake
16072,Quantum Quacks,North Carolina
16075,Campion College,Jamaica
16076,MeadowBrook High,Jamaica
16081,St. Andrew Technical High School,Jamaica
16087,Klinger Klippers,Pennsylvania
16090,Robo Eagles,Texas North
16091,T.W.C.A. (Team Without a Cool Acronym),Utah
16096,Raider Bots,New York Excelsior
16102,The Short Circuits,New Jersey
16113,RoboGOATs,Washington
16118,52! McQueen HS,Nevada
16125,Marion Junior Eagle Engineers,Michigan
16127,Rogue Robot,North Dakota
16133,Talk NERDY 2 me,Montana
16139,The Martians,New Jersey
16145,Sea Lion Techs,New York Long Island
16151,R U Serious,Mississippi
16158,VC Silver Circuits,Nevada
16162,A2Z Robotics,Idaho
16163,Pioneers 1,Texas Houston
16166,Watt'S Up,Romania
16169,Banana Box,New Hampshire
16174,Loading.....,Texas Houston
16176,CDA Lions,Texas North
16177,Acmatic,California Northern
16179,CookieTech,California Southern
16180,Springfield Robotics,Missouri
16187,York Castle High School,Jamaica
16188,Ulladulla Smashers,Australia
16192,Prepare to ALT+F4,California San Diego
16194,Roses & Rivets,California Northern
16195,Guild of Builders,British Columbia
16204,GOATageddon,Michigan
16205,Lightning Bots,British Columbia
16207,Neosho Gearcats,Missouri
16208,Crimson Crusaders,Wisconsin
16209,The Dread Pirate Robots,New Hampshire
16212,Tech-No-Logic,Texas Houston
16215,Mystery Machine,Texas Houston
16216,System Overload,Texas Houston
16217,Thunderstruck,Wisconsin
16220,Mechanical Mustangs--16220,Michigan
16221,Manchester Machine Makers,Vermont
16222,Thunderbots FTC,Colorado
16223,Electric Feather - green,Wyoming
16225,The Button Bucks,Missouri
16226,True Damage,Texas Houston
16232,Chaska Circuit Breakers,Minnesota
16234,Tekriot,California Southern
16235,Judicator,California Southern
16236,Juice,California Northern
16244,The TrailBlazers,Illinois
16247,Thor Bots,California Northern
16249,Excaliper,Florida
16250,Apex Middle School Robotics,North Carolina
16251,Robo Pirates,Texas Central
16252,Ruh-Roh Robotics,Wisconsin
16253,BEAST Robotics,Colorado
16255,Minerva Warriors,Mexico
16265,ENIGMA,Utah
16266,Killdeer Robotics,North Dakota
16267,Forces Unknown,British Columbia
16269,Guthrie Geeks,Pennsylvania
16270,Gaelstrom,Chesapeake
16271,Flying Tigers,Florida
16272,Mark X,Texas North
16273,The BC PegaCyborgs,Michigan
16276,Fard Motor Company,California Northern
16277,Tekon,Illinois
16278,LogiLift,California Northern
16282,Bot Bytes the Rust,Georgia
16283,Milk,California Northern
16284,8 Bit Bandits,Ohio
16287,Vistamar 16287,California Southern
16290,Z.I.P Ties,Florida
16292,Mike's Dream,Colorado
16295,Green Mountain Girls,Vermont
16297,Dragon Tech,Michigan
16302,VAL Eagle Robotics Tech Team,Louisiana
16303,Wolves,Missouri
16306,Incognito,California Northern
16309,Stealth Panther Robotics FTC,Missouri
16310,Rising Rhinobots,Wisconsin
16311,ViperBots Recoil,Texas Central
16312,Sandman,Florida
16313,Pebblebrook Rookies,Georgia
16320,Gilded Gears,Texas Central
16321,X Drive,California Southern
16326,XBOTS,California Southern
16327,Panicking Coconuts,Wisconsin
16328,Trial n' Error,North Carolina
16333,Pahokee High Astrobots,Florida
16335,The Ruthless Robots 16335,Texas Houston
16337,King G BGS,Australia
16344,Walker - Bob The Builder,Georgia
16345,Walker - Uncommon Sense,Georgia
16346,Walker - The Notorious B.O.T.,Georgia
16353,Reynolds Reybots,British Columbia
16354,Phobos Ares Robotics Team,Pennsylvania
16355,7CREATORS,Michigan
16366,TFS Robotic Unicorns,Ontario
16367,Krypton Warriors,New Jersey
16368,Mountain Doers,Massachusetts
16369,fulLTilt,Massachusetts
16374,M.E.A.F.,Hawaii
16377,Spicy Ketchup,Texas Central
16379,KookyBotz,Washington
16382,Casimir Tech,Netherlands
16383,Frits Philips Robotics team,Netherlands
16384,GREAT Bots,Nevada
16388,Borrebots,Mexico
16389,CyDroids of Cypress Lake,Florida
16391,Rising Ninjas,Florida
16397,Relatively Quantum,Ontario
16399,Quantum Robotics,Ontario
16400,Rising Phoenix,California Southern
16401,The Krakens,California Southern
16402,Panic Attack,Netherlands
16405,Federal Bot Institute,Texas North
16409,Team Orange,Netherlands
16410,GentleBotz,Netherlands
16412,Triad Robotics,Texas North
16413,Lo-Ellen EDIT (RED),Ontario
16414,Hot Cup of Java,Ohio
16415,Lo-Ellen EDIT (CRIMSON),Ontario
16417,ROC,Ontario
16418,Crestwood Tech Lions,Ontario
16421,Cathedral Robotics,Ontario
16423,Storm,Ontario
16424,Atomic Dishwashers,Ontario
16426,Absolute Zero,Oklahoma
16433,Quasar,Oregon
16436,G.L.A.M Squad,Georgia
16439,AlphaGo,Chesapeake
16441,Pretty Smart Robotics,Netherlands
16447,Mechanical Maniacs,North Carolina
16448,A.I.M. Bot Robotics,British Columbia
16449,Juniper Robotics,Ohio
16451,Foundation,Washington
16458,TechnoWizards,Texas Central
16460,GEarheads,Wisconsin
16461,Infinite Turtles,North Carolina
16465,Servo Stallions,Florida
16466,Technological Intelligence,Pennsylvania
16468,Green Lemons,Pennsylvania
16473,SciFighters,Israel
16476,RoyalCats,Germany
16479,The 709 Sincere Engineers,Minnesota
16481,Robo Racers,California Northern
16484,ROBOCANES,Florida
16488,Rams Robotics,Ontario
16489,Virtual North,Mississippi
16492,Woodcrest Tech Team,Australia
16494,Raiders - Red,Alberta
16498,Plus Gang,Missouri
16501,Squirrel!,Indiana
16502,S.W.A.T.,Chesapeake
16503,MDR QED Robotics,British Columbia
16504,MDR Dynaco,British Columbia
16505,Quantum,Oklahoma
16506,Circuit Breakers,Missouri
16508,Minerva Legion,Mexico
16515,Greenwood High School,Kentucky
16523,Automated Eagles,Michigan
16525,SkyRise Robotics,Texas Central
16526,Smiths Hill High School,Australia
16532,Sparkbots,California Northern
16533,Infernobots,California Northern
16536,M3B,Michigan
16537,LOGICoyote,Chesapeake
16539,Aluminum Warriors,Minnesota
16542,Omninjaneers,Alaska
16544,Stratobots,Alberta
16553,Java Like it's Hot,Louisiana
16555,Deus ex Maquina,Texas Central
16556,Steminists,Texas Central
16557,Honey K-Ohms,New Jersey
16563,Dragon Droids,North Carolina
16564,Digital Devils,Pennsylvania
16568,Cybernetic Lions,New York City
16582,The Iron Dragons,North Carolina
16585,CSP AstroBots,Georgia
16595,Strike Bots,Alberta
16596,CAI - Crazy Artificial Intelligence,Alberta
16597,Fulminata,Texas Central
16598,Fairfax Roarbotics,Chesapeake
16601,Blue Devils Tech Team 2,Michigan
16605,YogicTransformers,Chesapeake
16606,Tech-Knight Robotics,Pennsylvania
16607,Midnight Creators,Michigan
16610,Controlled Chaos,Rhode Island
16617,Nazareth Robotics,Texas West & Panhandle
16622,KIPPNYC Bulldogs,New York City
16626,Radical Raiders,Florida
16627,RochesterStorm,Michigan
16629,Box Canyon Bots,Colorado
16630,T3- Tioga Tech Team,North Dakota
16631,The Preppy Ponies,Georgia
16632,RackenPigeons,Georgia
16633,Bots in Black,Georgia
16637,The Griffins,Australia
16643,Weasel Eggs,Washington
16646,ZooBOTix Linden Grove,Michigan
16647,Trivium Undefined,Arizona
16651,Galactic Robo Geese,Iowa
16655,Nutz 'n Voltz,Washington
16657,We Did Start the Fire,Ohio
16660,Technomancers,Alaska
16664,GenBots,Pennsylvania
16668,4-Gear Clovers,Michigan
16671,Northville Broncobots,Michigan
16685,Logos Lions The Mane Show,Texas Houston
16687,A/C Units,California San Diego
16688,Wolfbotics,California Northern
16699,RoboMoose,Texas West & Panhandle
16700,JAYBOTS,New York Excelsior
16704,Nano Hornets,Massachusetts
16708,Redneck Engineering,Missouri
16709,Puffy Penguins,Missouri
16713,King Julien's Tech Squad,Missouri
16714,Dread Bolts,Michigan
16716,IvyWarriors,Florida
16720,Indian's Robotics,Chesapeake
16724,Pahokee High Blue Blazerz,Florida
16726,SavageSpud,California Southern
16730,Cat-alytic Converters,Texas West & Panhandle
16734,Delivery Ducks,Michigan
16736,Atomic Narwhals,Iowa
16740,Paul VI Robotics,New Jersey
16742,Jr.  Byting Bulldogs,Michigan
16748,Rowland Hall Monochromats,Utah
16749,Thunder Bolts,Ohio
16750,Technototes,Washington
16751,Polytechnic Puzzle Pieces (P3),Illinois
16754,Gear Death Experience,Iowa
16756,Raider Prime,Texas North
16757,Primum Optimus,Georgia
16759,Wyld Stallyns UNTAMED,Florida
16762,Raider Robotics,Pennsylvania
16764,ROBOhana,Florida
16771,Creepy Crawlies,South Africa
16773,LCA Li-ions,Massachusetts
16774,Raider Robotics,Chesapeake
16776,MARS: Opportunity!,Pennsylvania
16778,Cyber Wizards,California Northern
16785,Team ProBotiX,Netherlands
16786,Cavalo Vendado,Brazil
16788,The Encrypted Gentlemen,Netherlands
16789,High Point 1st Robotics,Chesapeake
16790,WARP,Utah
16791,DCPS: Jackson-Reed HS,Chesapeake
16795,Galaxy,California Southern
16796,Red Robodragons,Georgia
16798,Redhawk Robotics,New York City
16800,Trial and Terror,Pennsylvania
16802,Hollibots,Texas North
16806,MilliSecondBots,Minnesota
16808,Cyber Waffles,Michigan
16811,MAGNETUDE BLACK,Alabama
16816,IOKNIGHT,Texas Houston
16817,Rocksisaan Tech,Arizona
16818,Hype-Birds,Mexico
16828,G-P Robotics: Fusion,Texas Central
16829,Radioactive,Chesapeake
16831,G-P Robotics: Entropy,Texas Central
16832,G-P Robotics: Unity,Texas Central
16837,The Prickles,Alaska
16838,Walker - NerdZ,Georgia
16839,Portable Blue Devils,Chesapeake
16840,Brazosport Robotics Blue,Texas Houston
16842,Caledonia Tech Warriors,Minnesota
16843,Team #16843,Oregon
16844,Team #16844,Oregon
16847,R0b0ts,Minnesota
16849,Iron Calico,Minnesota
16850,Breul-1,Netherlands
16854,Nuclear Detonation,New York Excelsior
16862,Terabyte Triceratops,Chesapeake
16864,Evergreen FTC,Washington
16867,Trinity Chargers,Texas West & Panhandle
16871,Corax Machina,Alberta
16883,DinoByte!,Michigan
16884,Mechanical Advantage,California San Diego
16885,Whites Creek,Tennessee
16886,We dont wanna be here,California Northern
16887,RGB,California Northern
16892,ENVISION: The Electric Warriors,Ohio
16898,Poseidon,California Northern
16903,Constellation Aquila,New Jersey
16906,Cristo Rey Flames II - Kingsfield,Georgia
16909,Fettuccine Pastabots,Texas Houston
16910,Spaghetti Pastabots,Texas Houston
16911,Rigatoni Pastabots,Texas Houston
16912,Linguine Pastabots,Texas Houston
16917,Gear Wizards,Minnesota
16921,MS Wildcats Apollo,Massachusetts
16922,The Queen Bees,Chesapeake
16927,Brighton Robotics,Utah
16930,Omen,Texas Central
16932,Webber Wildcats,Alberta
16935,The Big Brains,Michigan
16936,The Whistling Walruses,Michigan
16938,UFOrus,New York Long Island
16939,Robo-Bulldogs,Missouri
16941,RoboLancers Cobalt,Pennsylvania
16942,Minutemen,Washington
16943,Zapdos,Chesapeake
16944,FM493RS,California Northern
16953,FIRE,New Jersey
16956,The TechCrew,Wisconsin
16957,Junior Wolverine Circuit Breakers,Michigan
16959,Ansbach FTC2,Germany
16961,Venombots,Texas South
16962,Gray Fangs,Texas South
16970,Dimond Lynx Links,Alaska
16971,TiGears(CLC Robotics),Illinois
16975,Palisade Low Fives,Colorado
16977,Roboni Forever,Netherlands
16981,Gear RaTiOs,Minnesota
16989,Route 1 Robotics,Illinois
17005,SAE Dragonbots,Georgia
17008,PioNerds Green,Minnesota
17009,Steel Magnolias,New Jersey
17011,Mercenaries,Texas North
17012,Precision Guessworks,Indiana
17015,KING TARP,Florida
17017,Falcon Frenzy,Minnesota
17019,BlackBeard in memory of Noa Hayat,Israel
17022,Middiebots,New York Excelsior
17023,Swamp Bots (CLS Robotics),Illinois
17025,Iron Talons           17025,Oklahoma
17028,DuMoore Robotics,Texas West & Panhandle
17029,Panther Bots,Texas South
17034,Gears of Liberty,Oklahoma
17035,Knightmares,Oklahoma
17036,Robotech Anomaly,New Jersey
17039,THOR,Michigan
17040,The Iron Patriots,Arkansas
17056,Mechanic Makers,Israel
17062,Girls in Tech / Girl Scout - Techalongs,Arizona
17063,Hot Shot Robotics,Hawaii
17064,PICkle Robotics,Michigan
17066,Cirtronic,Michigan
17070,EVOLUTION,Quebec
17072,WLA Vernon Middle School: Robo-Scorpions 17072,Texas South
17077,Adna Robotics,Washington
17080,NewT.exe,Chesapeake
17082,Lathos,Oregon
17089,Powered by Redstone,Romania
17094,E.G.G.,California Northern
17097,Protostars,Montana
17101,MRG Kinematics,Australia
17103,Falcon Gold,Washington
17104,Scranton TechnoPups Black,Michigan
17106,PlanTech,Israel
17108,MAGNETUDE GOLD,Tennessee
17111,Quack Attack,Colorado
17113,Westwood Hunga Munga,Texas Central
17114,Pathfinders,Iowa
17115,Patriots,Florida
17116,Hazardous Materials,Iowa
17121,Ronald Reagan Robotics,Texas Central
17125,Reboot,Montana
17126,Natural Selection,New York City
17127,Electrobotics,Minnesota
17133,Metagearz,South Africa
17142,St Bernard's,Massachusetts
17150,Trojans,Chesapeake
17153,Squid Squad,Colorado
17155,Baker Dynamics,Michigan
17156,scotsOverflow,Florida
17157,Hohenfels 2020a,Germany
17160,FROGbots - Green,Chesapeake
17165,WLC W4RR10R5,New Hampshire
17176,Fax Machine,California Southern
17178,Phantom Warriors,Minnesota
17181,Vibranium Vikings,Michigan
17182,Red Mask,Israel
17186,Falcons,New Jersey
17189,The VOLTures,Michigan
17190,MPHS Mechanical Unicorns,Colorado
17191,CMS Robot Designers - 1,Texas West & Panhandle
17195,Doofenschmirtz Inc,Massachusetts
17197,High Rollers,Florida
17198,Wildcat Robotics 1,Texas West & Panhandle
17203,ATHENA,Texas South
17204,Mineola Robotics III,New York Long Island
17206,BuzzbotFTC1,Missouri
17210,Bionic Huskies,Missouri
17214,Cape Central Tiger Bytes,Missouri
17218,Brookline Bots,Massachusetts
17219,SpiderBits,Chesapeake
17221,High Voltage,Minnesota
17222,PROTA,New York Excelsior
17223,Oxidizers,Wisconsin
17224,Grizzly STARS,Michigan
17228,Team Bomb-Omb,Texas South
17229,The Scouts,Texas South
17230,Aluminum Falcon,Utah
17235,MR. COD,Wisconsin
17238,Sam's Disciples,Minnesota
17240,Iron Eagles,Minnesota
17243,Vianu Legends,Romania
17245,Row Bots,Minnesota
17246,Cyborg Puppies,Ohio
17251,Divide & Conquer,Texas West & Panhandle
17252,Metalworkers,California Northern
17253,Ulterior Motive,New York City
17257,GoBuilder.GC,Chinese Taipei
17258,The Scrapyard-Warriors,Netherlands
17259,RoboVLC,Netherlands
17264,Westwood Arrowhead,Texas Central
17280,Legacy Robotics - Stronghorns,Nevada
17283,Red Storm Robotics-Gray,Michigan
17287,My Favorite Team,Minnesota
17288,Rubber Bandits,Florida
17290,Hamilton RoboSoul Robotics,Michigan
17294,Over Dr!ve Robotics,Texas North
17298,Astrobots,Massachusetts
17299,Thunder Chickens,Minnesota
17300,MPHS TerraMech,Colorado
17301,Royal Rumble,Illinois
17302,Max Resistance,Colorado
17303,Panther Robotics,Washington
17304,A Perfect Remix,Texas West & Panhandle
17305,Ducks in a Row,Florida
17306,Humble Motiv8ors,Texas West & Panhandle
17307,The Magnificent Seven,Texas West & Panhandle
17315,Westwood Tomahawk,Texas Central
17318,Tech-Hawks,Texas Houston
17320,Clute Robotics: Aries,Texas Houston
17322,ML Spartronics,Wisconsin
17324,Green Machines,Texas Houston
17329,Team Stingray Dynamics,Texas Central
17332,Wildcat Robotics - 3,Texas West & Panhandle
17333,MAMS Brave Bots,Georgia
17334,Panthera Robotica,Pennsylvania
17335,Griffins,Illinois
17338,Murphy Robotics-The Sequel,Texas North
17341,Team Thunder,Mississippi
17346,The Taco Terminators,North Carolina
17348,MCA Horsepower - Gold,Texas North
17349,Royal Oak Robotics Fighting Bulldogs,Michigan
17352,The Robotic Rangers,Michigan
17364,TECHNO MOOSE,Texas West & Panhandle
17365,Las Takuache,Oregon
17366,SOLIOMS,Oregon
17367,Red Birds,Oregon
17368,Devious Bots,Oregon
17377,Pennsauken Robotics,New Jersey
17379,Romebotics,Georgia
17383,IMAGinators,Florida
17384,Rambam Rambots,New York Long Island
17385,MCA Horsepower - Blue,Texas North
17388,Red Tornadoes,Pennsylvania
17390,TechnoG.O.A.Ts,California Northern
17392,Tesseract,New York Long Island
17394,Howard Robotics,Chesapeake
17401,Junk Yard Dogs,Michigan
17403,LP Roarbotics,Illinois
17415,G-B.O.A.T.,Michigan
17421,East Jackson Eagles,Georgia
17423,FTC Gigawatts,Alabama
17426,Rustangs,Texas Houston
17430,Seismic Waves,Chesapeake
17445,Waimea Robotics,Hawaii
17449,Mechanism,North Dakota
17453,Dudley's Troopers,British Columbia
17455,The ... Cephalo-Bots?,New Hampshire
17456,Atlantis,Georgia
17457,Shafer Sharks,Pennsylvania
17458,Snyder Owls,Pennsylvania
17460,Technical Terrors,Arizona
17461,Trial & Error,Texas West & Panhandle
17462,Bryant Eagles B,Michigan
17477,Kettle 2 the Mettle,Chesapeake
17480,CIA - Cats In Action,Texas West & Panhandle
17481,Talk Nerdy to Me,Texas West & Panhandle
17482,9th Island HIGHROLLERS,Nevada
17483,Blackout,Colorado
17493,SpHS Duct Tape and Zip Ties,Germany
17496,The Knight Shift,New Jersey
17497,Knight Riders,New Jersey
17499,Athena Circuit Breakers,Texas North
17506,Wolverines,Nevada
17511,Irons Team 2,Texas West & Panhandle
17512,Irons Team 1,Texas West & Panhandle
17520,Protocol 3,Oregon
17522,ETech Chargers,New York City
17532,Centered Robotics,Romania
17533,Anderson Vikings,Michigan
17548,Bland Sci-Tec1,Chesapeake
17556,The New Kids on the Bot,Australia
17558,Vilseck 2020a,Germany
17560,Central Junior High TigerTECH,Missouri
17561,Isotopic Blatta,Florida
17564,ACMS Wild Wrenches,Oregon
17567,The Brogrammers,Illinois
17573,Achieve Jagwires,Texas South
17575,FCHS Cubwires,Chesapeake
17576,TITANS (Tomorrowâs Innovators and Thinkers Ac...,Illinois
17584,Rambotics1,New Jersey
17593,FPC Bulldogs Robotics,Florida
17594,West Oso Junior High Bears,Texas Central
17595,Beta Bionix,Washington
17596,Maneframe,Pennsylvania
17600,MoVal Robotics,California Southern
17603,Nuclear Core,Utah
17604,TNT (Terribly Nice Team),Utah
17609,Rondo Robotics,Minnesota
17610,OCEAN FTC,Washington
17621,Sea Dawgs,South Carolina
17624,IGNITE.,Romania
17625,Aztech Robotics I,Mexico
17626,Aztech Robotics II,Mexico
17628,Grover Robotics,North Dakota
17630,Hot Wings,New Hampshire
17637,Z-Botz,Missouri
17640,Odd Squad,Texas South
17652,Delta,Netherlands
17653,Lion's Pride,New Jersey
17658,Wildcat Robotics,Texas North
17670,Raider Robotics,New Jersey
17682,TimberX,Chesapeake
17694,FTC#17694 The Norse Awakens,Georgia
17700,Mechanical Vikings,New Hampshire
17702,Transcendence,California San Diego
17703,FullMetal Peregrines,Connecticut
17710,West Iron Ice Breakers,Michigan
17713,Delta Force,Romania
17717,Cleveland ISD Fearsome Donuts,Texas Houston
17719,Cleveland Lady Indians,Texas Houston
17728,BrainMachine,Brazil
17729,TECH BROS,Brazil
17730,Tera Robotic's,Brazil
17731,LEGONAUTAS,Brazil
17742,SESI TeCCactus,Brazil
17746,Hanover Park Online Computers,New Jersey
17755,ELECTRIC GEARS,Mexico
17759,Mind,California Northern
17768,Little HOLLYWOOD,Michigan
17770,Modeltowners,Michigan
17772,Pantarians 17772,Michigan
17774,Monroe Robotics,Chesapeake
17775,Surge SW,Michigan
17776,Breakers West,Michigan
17778,Cougar Trons,Texas South
17796,Caffeinated  Mechanics,Texas Central
17799,Newgen Leaders,Brazil
17800,ParÃ¡Tech,Brazil
17801,XMACHINE,Brazil
17802,Logic No Tech,Texas North
17824,Tiger Byte,Chesapeake
17835,Robostangs,California Northern
17844,RUBIX,Romania
17847,The Velocity Raptors,Rhode Island
17852,Glenmuir High School,Jamaica
17853,Munro College,Jamaica
17855,Vortex Breakers,Romania
17857,Gentlemen,Romania
17860,Helix,Romania
17861,CSH,Romania
17868,GRS Cooperative,New Hampshire
17869,ERcast2020,Romania
17870,PERPETUUM MOBILE,Romania
17871,Thobor RO 068,Romania
17873,VECTRON,Romania
17875,Code Warriors,Romania
17878,Holy Childhood High School,Jamaica
17881,RiverWolves,Romania
17882,Maggotty High School,Jamaica
17884,St. Hilda's High,Jamaica
17893,Ogel'yx,Brazil
17955,Astrovo,South Africa
17962,Ro2D2,Romania
17965,BOLTS AND GEARS,Romania
17969,MECH,Colorado
