Link,Name,Location,Start,End
USCTWOQ,CT Wolcott Qualifier,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USFLFLSFM3,FL South Florida Meet #3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USGANWLT,GA Northwest Georgia League Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USGASOUTLT,GA South Georgia League Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USIASOLT,IA Solar League Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USILCMM3B,IL Chicago Meet 3B,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USILRM3,IL Rockford Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USINNCM5,IN FIN North Central League Meet 5,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USINISLT,IN FIN Indy-South League Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USINNCM6,IN FIN North Central League Meet 6,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USKYKYM2,KY Dunker Meet #2,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USLANOQ,LA Qualifier 2,USA,2023-01-20 00:00:00,2023-01-22 00:00:00
USMAANQ4,MA Robostorm 7.2,USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USMAANQ3,MA Robostorm 7.1,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCHSLAQ,CHS-MD Laurel Qualifier,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCHSMCQ,CHS-MD McHenry Qualifier,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMNLLT1,MN FTC Otsego Sat. Jan. 21,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMNLLT2,MN FTC Otsego Sun. Jan. 22,USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USMOKSSEM3,MOKS-MO Jackson,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMOKSSWMIM7,MOKS-MO Lebanon Meet,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMOKSKCEM5,MOKS-MO Belton KC East AM,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMOKSKCWM5,MOKS-MO Belton KC West PM,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMOKSSTLMM4,MOKS-MO Eureka PM,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMOKSSTLMM5,MOKS-MO Eureka AM,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMOKSSTLSM4,MOKS-MO Webster Groves 2,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USMSMEQ2,MS Meridian Qualifier,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USNCSMQ,NC FTC Smithfield-Selma HS,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USNCROQ,NC FTC Thales Academy Rolesville,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USNDBIQ,ND Dakota State Qualifier at The Dakota Adventist Academy,USA,2023-01-16 00:00:00,2023-01-21 00:00:00
USNHWIQ,NH Windham Qualifier #2,USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USNJUCM6,NJ 0121-P3  Upper Central League Meet (Saturday),USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USNJNOM6,NJ 0122-P3  Northern League Meet (Sunday),USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USNVNOM4N,NV Northern League Meet # 4N,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USNVNOM3N,NV Northern League Meet # 3N,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USNVSOM3S,NV Southern League Meet # 3S,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USNVSOM4S,NV Southern League Meet # 4S,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USNYEXUTQ,NY-Excelsior MVCC Utica Qualifier,USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USOKOKLAM12,OK Oktaha,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USOKOKLAM15,OK SWOSU,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USORWVLT,OR Willamette Valley League Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USORNCLT,OR North Coast League Tournament,USA,2023-01-20 00:00:00,2023-01-20 00:00:00
USORCBM3,OR Columbia Basin League Meet 3,USA,2023-01-18 00:00:00,2023-01-18 00:00:00
USPAYOQ2,PA Blue and White Qualifier,USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USPAYOQ1,PA South Central Qualifier,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USRIWOQ,RI Mt. St. Charles Academy Qualifier,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USSCRHS,SC Upstate Scrimmage 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USSCORS3,SC Midlands Scrimmage 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USSCNLCS3,SC Lowcountry Scrimmage 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USTNNAS,TN Central Magnet Hosting in Mid TN,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USTXNOBTLT,TX-North B&T Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USTXHOSWM2,TX-Houston Southwest League Meet 1,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USTXNOFMLT,TX-North F&M Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USTXCENSALT,TX-Central North San / Hill Country League Tournament,USA,2023-01-20 00:00:00,2023-01-21 00:00:00
USTXNOULM3,TX-North U-League Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USTXHOSLM3,TX-Houston South League Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USTXCEWALT,TX-Central Waco League Tournament,USA,2023-01-20 00:00:00,2023-01-20 00:00:00
USTXWPMDM3,TX-W&P Midland League Meet #3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USTXSOHALT,TX-South Hawking League Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCHSHAQ1,CHS-VA Harrisonburg Qualifier 1,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCHSHAQ2,CHS-VA Harrisonburg Qualifier 2,USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USVTBUS,VT FTC scrimmage at South Burlington HS,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USWABES4,WA Washington Tech Invitational,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USWINBQ,WI Patriot Games,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
CAABABSAM4,AB Southern Alberta Round 4,Canada,2023-01-28 00:00:00,2023-01-28 00:00:00
CABCVIQ,BC Victoria Qualifier,Canada,2023-01-28 00:00:00,2023-01-28 00:00:00
CABCSUQ,BC Lower Mainland Qualifier,Canada,2023-01-28 00:00:00,2023-01-28 00:00:00
CABCVAQ,BC Remote Qualifier,Canada,2023-01-19 00:00:00,2023-01-25 00:00:00
CAONPIQ,ON Remote Qualifying Tournament,Canada,2023-01-21 00:00:00,2023-01-26 00:00:00
CAQCCMP,Festival de Robotique - Championnat provincial du Défi Techno FIRST,Canada,2023-01-28 00:00:00,2023-01-28 00:00:00
ILSDS2,Israel Scrimmage #2,Israel,2023-01-26 00:00:00,2023-01-26 00:00:00
ILMES,Israel Scrimmage #1,Israel,2023-01-23 00:00:00,2023-01-23 00:00:00
KZALQ2,KZ FIZMAT Tournament,Kazakhstan,2023-01-29 00:00:00,2023-01-29 00:00:00
MXCMSQ,MX FTC POWER PLAY Regional CDMX (CDMX),Mexico,2023-01-27 00:00:00,2023-01-28 00:00:00
NLNLM5,NL League Meet Delft,Netherlands,2023-01-28 00:00:00,2023-01-28 00:00:00
ZAJOQ1,Gauteng Regional Event,South Africa,2023-01-28 00:00:00,2023-01-28 00:00:00
USALFPS,AL Scrimmage #2,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USAZQCQ,AZ Copper - Queen Creek Qualifier,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USAZCHQ2,AZ Red Rock - Microchip Qualifier,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USCALSLAQ3,CALS LAUSD Qualifier 3,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USCANONELT,CA-NorCal North East League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USCALSLAQ2,CALS LAUSD Qualifier 2,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USCALABM3,CA-SoCal League B - Meet 3,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USCANOFOQ,CA-NorCal Folsom Qualifying Tournament,USA,2023-01-29 00:00:00,2023-01-29 00:00:00
USCOGSQ,CO Mountain Qualifier,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USDEWIS3,DE FTC Meet at Padua,USA,2023-01-24 00:00:00,2023-01-24 00:00:00
USFLFLSPLT,FL Space Coast League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USFLFLACLT,FL AeroCoast League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USGAWESTLT,GA West Georgia League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USIACHLT,IA Chemical League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USIAGELT,IA Geothermal League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USILCMM3C,IL Chicago Meet 3C,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USILCSNELT,IL Suburban Northeast League Tournament at Grainger,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USINNWLT,IN FIN Northwest League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USKYKYM1,KY Beaker Meet #2,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USCHSUBQ,CHS-MD Union Bridge Qualifier,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USMOKSSTLNLT,MOKS-MO STL North League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USMOKSSWMILT1,MOKS-MO SW Mid MO League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USMSBIQ5,MS Biloxi Qualifier,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USNCELQ,NC FTC Western MS,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USNCSAQ,NC FTC Ascend Leadership Academy,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USNCGRQ,NC Hope Middle School,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USNHEXQ,NH Phillips Exeter Academy Qualifier #3,USA,2023-01-29 00:00:00,2023-01-29 00:00:00
USNJNEM6,NJ 0129-P3  Northeast Edge League Meet (Sunday),USA,2023-01-29 00:00:00,2023-01-29 00:00:00
USNJSOM6,NJ 0128-P3  Southern League Meet (Saturday),USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USNMCMP,New Mexico Regional Championship,USA,2023-01-27 00:00:00,2023-01-28 00:00:00
USNVNOM5N,NV Northern League Meet # 5N,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USNVSOM6S,NV Southern League Meet # 6S,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USNVSOM5S,NV Southern League Meet # 5S,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USNYEXBRQ,NY-Excelsior Broadalbin-Perth Qualifier,USA,2023-01-29 00:00:00,2023-01-29 00:00:00
USNYLILVQ,NY-Long Island Qualifier #3,USA,2023-01-29 00:00:00,2023-01-29 00:00:00
USOHVWQ,OH Van Wert Qualifier,USA,2023-01-27 00:00:00,2023-01-28 00:00:00
USOHCIQ,OH Walnut Hills Qualifier,USA,2023-01-27 00:00:00,2023-01-28 00:00:00
USORSFLT,OR Silicon Forest League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USORPAQ,OR Hillsboro Qualifying Tournament,USA,2023-01-29 00:00:00,2023-01-29 00:00:00
USORUMQ,OR Umatilla Qualifying Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USSCHAS3,SC PeeDee Scrimmage 3,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXWPLBM3,TX-W&P Lubbock-B League Meet #3,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXWPMDLT,TX-W&P Midland League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXCEXSTLT1,TX-Central X-STREAM League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXCEGCLT,TX-Central Gulf Coast League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXHOELM2,TX-Houston East League Meet 2,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXSOTELT,TX-South Tesla League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXCEKWLT1,TX-Central Kwolek League Tournament,USA,2023-01-27 00:00:00,2023-01-28 00:00:00
USTXCE90STLT,TX-Central 90 SSTallions League Tournament,USA,2023-01-27 00:00:00,2023-01-28 00:00:00
USTXNODULT1,TX-North D&U Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXCEGMLT,TX-Central GEMS League Tournament,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USTXHONEM3,TX-Houston Northeast League Meet 3,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USCHSNOQ,VA Norfolk Qualifier,USA,2023-01-29 00:00:00,2023-01-29 00:00:00
USCHSHEQ,CHS-VA Herndon Qualifier,USA,2023-01-29 00:00:00,2023-01-29 00:00:00
USWACMP,Washington State Championship,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
USWIHAQ,WI Knack Attack,USA,2023-01-28 00:00:00,2023-01-28 00:00:00
CAABABNALT,Alberta Northern Championship,Canada,2023-02-04 00:00:00,2023-02-05 00:00:00
ILSHS3,Israel Scrimmage #3,Israel,2023-01-30 00:00:00,2023-01-30 00:00:00
LYALQ,LY Tripoli Qualifying Competition,Libya,2023-02-03 00:00:00,2023-02-04 00:00:00
KRCMP,Korea Robot Championship,South Korea,2023-02-04 00:00:00,2023-02-04 00:00:00
USALHUS3,AL Scrimmage #3,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USAZWAQ,AZ Desert Vista - Waddell Qualifier,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USCALAROQ1,CA-SoCal ILT 1 -Romoland Saturday,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USCANOSJQ,CA-NorCal San Jose #4 Qualifying Tournament,USA,2023-02-05 00:00:00,2023-02-05 00:00:00
USCALAROQ2,CA-SoCal ILT 2 - Romoland Sunday,USA,2023-02-05 00:00:00,2023-02-05 00:00:00
USCANOPNLT,CA-NorCal Peninsula League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USCOLIQ,CO Southwest Metro Qualifier,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USCTWIQ,CT Windsor Qualifier,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USDEDOS,DE FTC Meet at DSU,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USFLFLSFLT,FL South Florida League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USFLFLNELT,FL North East League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USFLFLOCLT,FL ONECLAY League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USFLFLROLT,FL ROBOT League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USFLFLGCLT,FL Gulf Coast League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USFLFLOLLT,FL Orlando Robotics League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USGANELT,GA Northeast Georgia League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USIDPFS5,ID North Idaho Scrimmage #5,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USILCSNWLT,IL Suburban Northwest League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USILCMLTA,IL Chicago League Tournament A,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USILPWLT,IL Peoria Western League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USILCSSLT,IL Suburban South League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USINNCLT,IN FIN North-Central League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USLAALQ,LA Qualifier 3,USA,2023-02-03 00:00:00,2023-02-05 00:00:00
USMANEQ,MA Rocket Rumble 4.1,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USMANEQ2,MA Rocket Rumble 4.2,USA,2023-02-05 00:00:00,2023-02-05 00:00:00
USCHSPOQ,CHS-MD Potomac Qualifier,USA,2023-02-05 00:00:00,2023-02-05 00:00:00
USMOKSKCELT,MOKS-MO KC East League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USMOKSSTLSLT,MOKS-MO STL South League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USMTCMP,Montana Regional Championship,USA,2023-02-02 00:00:00,2023-02-03 00:00:00
USNCWSQ,NC FTC Salem Academy and College,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USNCASQ,NC FTC Asheville School,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USNDCMP,North Dakota State Championships,USA,2023-01-30 00:00:00,2023-02-05 00:00:00
USIATBSQ,IA Western Iowa Super Qualifier,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USNHHUQ,NH Alvirne Qualifier #4,USA,2023-02-05 00:00:00,2023-02-05 00:00:00
USNJNELT,NJ 0205 Northeast Conference; Northeast Edge League Tournament,USA,2023-02-05 00:00:00,2023-02-05 00:00:00
USNJUCLT,NJ 0204 Morris County Conference; Upper Central League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USNYNYBRQ7,NY-NYC Qualifier 7,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USNYNYBRQ8,NY-NYC Qualifier 8,USA,2023-02-05 00:00:00,2023-02-05 00:00:00
USNYEXPOQ,NY-Excelsior Clarkson University Qualifier,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USOHKEQ,OH Kent State University Qualifier,USA,2023-02-03 00:00:00,2023-02-04 00:00:00
USOHWAQ,OH Wapakoneta Qualifier,USA,2023-02-02 00:00:00,2023-02-04 00:00:00
USOKOKLALT2,OK Oklahoma West,USA,2023-02-03 00:00:00,2023-02-04 00:00:00
USORSOLT,OR SOAR League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USORWIQ,OR Wilsonville Qualifying Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USPAPHQ,PA Philadelphia Qualifier,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USSCFIQ,SC West Qualifying Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXCEBUSQ,TX-Central Semi-Regional North,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXWPEPLT,TX-W&P El Paso League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHOWLM3,TX-Houston West League Meet 3,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXWPLALTA,TX-W&P Lubbock-A League Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHOSWM3,TX- Houston Soutwest League Meet 3,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHOCLM2,TX-Houston Central League Meet 2,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHOCLM3,TX-Houston Central League Meet 3,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHOSWM1,TX-Houston Southwest League Meet 2,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHONLM3,TX-Houston North League Meet 3,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXNOXMLLT,TX-North X^2 Tournament,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHOWLM1,TX-Houston West League Meet 2,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHOSLLT1,TX-Houston South League TOURNAMENT,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USTXHOSELM3,TX-Houston SE Meet 3,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
USUTHUQ,UT Hurricane High School Qualifier,USA,2023-02-04 00:00:00,2023-02-04 00:00:00
BRBHS,BR FTC - Amistoso Minas Gerais,Brazil,2023-02-11 00:00:00,2023-02-12 00:00:00
CAABABSALT,Alberta Southern Championship,Canada,2023-02-11 00:00:00,2023-02-12 00:00:00
CNSHQ2,CN China FTC Qualifier #1,China,2023-02-06 00:00:00,2023-02-12 00:00:00
TWCMP,TW National Championship Event,Chinese Taipei,2023-02-09 00:00:00,2023-02-12 00:00:00
ILCMP,Israel Championship,Israel,2023-02-11 00:00:00,2023-02-12 00:00:00
LYGHQ,LY Gheryan Qualifying Competition,Libya,2023-02-10 00:00:00,2023-02-11 00:00:00
NLNLLT,Netherlands FTC Benelux Championship,Netherlands,2023-02-11 00:00:00,2023-02-11 00:00:00
USARSPS1,AR Shiloh Scrimmage,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USAZSVS,AZ Champs Warmup Scrimmage,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USCASDSDGALT,"CA- San Diego Gauss League Champ, Classical Academy",USA,2023-02-12 00:00:00,2023-02-12 00:00:00
USCASDSDEULT,"CA- San Diego Euclid League Champ, Patrick Henry",USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USCASDSDDELT,"CA- San Diego Descartes League Champ, TCCS",USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USCANOSBLT,CA-NorCal South Bay Metro League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USCASDSDTULT,"CA- San Diego Turing League Champ, Sage Creek",USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USCTSOQ,CT Southington Qualifier,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USDEWIS,DE FTC Meet at Wilmington Friends,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USIANOSQ,IA Central Iowa Super Qualifier,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USILSCLT,IL Central Southern League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USILCMLTB,IL Chicago League Tournament B,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USINSLLT,IN FIN South League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USMOKSKCWLT,MOKS-KS KC West League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USKYCMP,Kentucky State Championship,USA,2023-02-09 00:00:00,2023-02-11 00:00:00
USMAANQ2,MA Robostorm 8.2,USA,2023-02-12 00:00:00,2023-02-12 00:00:00
USMAANQ,MA Robostorm 8.1,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USCHSCMP,Chesapeake FTC Championship,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USMNCMP,Minnesota FTC State Championship,USA,2023-02-10 00:00:00,2023-02-11 00:00:00
USMOKSSTLMLT,MOKS-MO STL Mid League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USMSLAQ6,MS Laurel Qualifier,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USNJSOLT,NJ 0212 Upper South Conference; Southern League Tournament,USA,2023-02-12 00:00:00,2023-02-12 00:00:00
USNJNOLT,NJ 0211 Far North Conference; Northern League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USNVSOLT,NV Southern League Tournament,USA,2023-02-10 00:00:00,2023-02-11 00:00:00
USNVNOLT,NV Northern League Tournament,USA,2023-02-10 00:00:00,2023-02-11 00:00:00
USNYNYNYSQ2,NY-NYC Super Qualifier 2,USA,2023-02-12 00:00:00,2023-02-12 00:00:00
USNYLISBQ4,*** SUSPENDED *** NY-Long Island Qualifier #4,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USNYNYNYSQ,NY-NYC Super Qualifier 1,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USOKOKLALT,OK Oklahoma East,USA,2023-02-10 00:00:00,2023-02-11 00:00:00
USORCBLT,OR Columbia Basin League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USORPOSQ,OR Second Chance Qualifying Tournament,USA,2023-02-11 00:00:00,2023-02-12 00:00:00
USPALAQ,PA Red Tornado Qualifier,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USSCCHQ,SC East Qualifying Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USTXNOLTSQ,TX-North Semi-Regional NORTH,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USTXWPAMLT,TX-W&P Amarillo League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USTXHONELT1,TX-Houston Northeast League Tournament,USA,2023-02-05 00:00:00,2023-02-11 00:00:00
USTXHOELM3,TX-Houston East League Meet 3,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USTXWPLBLT,TX-W&P Lubbock-B League Tournament,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USUTSJQ,UT American Academy of Innovation Qualifier,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USVTCMP,Vermont FTC Championship,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
USWIBRQ,WI Battle In Brookfield,USA,2023-02-11 00:00:00,2023-02-11 00:00:00
BRNHS,BR FTC - Sinos Valley Challenge,Brazil,2023-02-15 00:00:00,2023-02-16 00:00:00
CNSHQ,CN China FTC Qualifier #2,China,2023-02-13 00:00:00,2023-02-19 00:00:00
CNSHQ3,CN China FTC Qualifier #3,China,2023-02-13 00:00:00,2023-02-19 00:00:00
LYTRQ,LY Sabha Qualifying Competition,Libya,2023-02-17 00:00:00,2023-02-18 00:00:00
MXCMP,MX POWER PLAY Campeonato Nacional FTC México (CDMX),Mexico,2023-02-17 00:00:00,2023-02-18 00:00:00
NGABQ,NG Regional FIRST Tech Challenge,Nigeria,2023-02-12 00:00:00,2023-02-13 00:00:00
ROBUQ2,RO BUCHAREST #2 - FTC ROMANIA QUALIFYING TOURNAMENT,Romania,2023-02-17 00:00:00,2023-02-19 00:00:00
ROBUQ1,RO BUCHAREST #1 - FTC Romania Qualifying Tournament,Romania,2023-02-13 00:00:00,2023-02-15 00:00:00
USCALAMOQ2,CA-SoCal ILT 4 - Monrovia Sunday,USA,2023-02-19 00:00:00,2023-02-19 00:00:00
USCALAMOQ1,CA-SoCal ILT 3- Monrovia Saturday,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USCOCMP,Colorado State Championship 2022-2023,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USCTCMP,Connecticut State Championship,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USIABESQ,IA Eastern Iowa Super Qualifier,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USLAHAQ4,LA Qualifier 4,USA,2023-02-17 00:00:00,2023-02-19 00:00:00
USMACAQ,MA Gears on the Loose,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USMACAQ2,MA Who Let the Bots Out,USA,2023-02-19 00:00:00,2023-02-19 00:00:00
USMOKSSELT,MOKS-MO SE League Tournament,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USNCCMP,North Carolina FTC State Championship,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USNHCMP,New Hampshire State Championship,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USNJNELT2,NJ 0218 South Essex Conference; Northeast Edge League Tournament,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
